Discharge Time (s),Charging time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),,RUL
2222.84,9352.52,4.049,3.374,5132.344,6119.36,,1075
2220.47,9348.5,4.049,3.375,5125.282,6112.25,,1074
2221,9400.31,4.031,3.597,5096.344,6076,,1073
2227.88,9384.91,4.047,3.67,5111.344,6098.34,,1072
2226.25,9378.25,4.048,3.376,5139.313,6126.31,,1071
2222.84,9371.69,4.048,3.375,5132.218,6119.22,,1070
2219.5,9348.28,4.048,3.377,5125.25,6112.25,,1069
2216.72,9330,4.047,3.378,5114.875,6098.38,,1068
2214.41,9309.66,4.047,3.379,5104.375,6091.41,,1067
2212.41,9325.16,4.047,3.379,5104.375,6084.38,,1066
2210.16,9295,4.047,3.38,5097.375,6077.38,,1065
2208.59,9303.25,4.047,3.38,5090.375,6070.38,,1064
2206.09,9296.16,4.047,3.38,5083.375,6063.38,,1063
2203.88,9294.78,4.047,3.382,5076.344,6056.34,,1062
2201.84,9309.66,4.046,3.383,5069.344,6049.34,,1061
2199.88,9304.66,4.046,3.384,5062.344,6042.34,,1060
2198.59,9264.97,4.046,3.385,5055.344,6035.34,,1059
2196.94,9262.84,4.046,3.385,5048.375,6035.38,,1058
2195.53,9276.03,4.046,3.385,5044.875,6028.38,,1057
2193.75,9274.72,4.046,3.385,5041.25,6021.25,,1056
2192.06,9282.31,4.046,3.386,5034.343,6014.34,,1055
2190.12,9257.44,4.045,3.387,5027.438,6014.44,,1054
2188.81,9252.06,4.045,3.388,5020.25,6007.19,,1053
2187.81,9267.88,4.045,3.388,5020.313,6000.31,,1052
2186.69,9211.19,4.045,3.388,5013.25,6000.19,,1051
2183.56,9251.94,4.045,3.388,5013.25,5993.25,,1050
2183.62,9297.5,4.028,3.625,4970.188,5950.06,,1049
206762.91,86148.77,4.272,3.164,74219.996,86148.77,,1048
2185.89,9710.3,4.005,3.389,5271.553,6272.35,,1047
2186.37,9326.01,4.008,3.392,5030.319,5984.32,,1046
2185.53,9340.29,4.009,3.39,5033.92,5984.32,,1045
2183.17,9306.91,4.009,3.39,5026.721,5984.32,,1044
2181.19,9318.98,4.01,3.39,5024.351,5984.35,,1043
2179.49,9329.18,4.009,3.391,5012.383,5984.38,,1042
2176.51,9306.23,4.01,3.391,5006.351,5984.35,,1041
2174.41,9306.56,4.011,3.393,5000.383,5948.38,,1040
2171.88,9299.2,4.011,3.394,4990.721,5948.32,,1039
2169.8,9272.51,4.011,3.395,4982.352,5948.35,,1038
2168.45,9293.95,4.012,3.395,4976.352,5948.35,,1037
2166.11,9264.44,4.011,3.396,4970.351,5948.35,,1036
2163.94,9257.92,4.012,3.396,4964.265,5912.26,,1035
2161.76,9272.48,4.011,3.397,4958.39,5912.39,,1034
2159.23,9216.2,4.012,3.398,4947.559,5912.36,,1033
2157.86,9241.86,4.012,3.4,4940.391,5912.39,,1032
2155.67,9204.92,4.011,3.4,4934.359,5912.36,,1031
2154.39,9188.06,4.011,3.401,4928.313,5912.31,,1030
2152.8,9179.42,4.011,3.401,4928.312,5912.31,,1029
2150.84,9178.3,4.011,3.402,4922.344,5876.34,,1028
2149.03,9196.56,4.011,3.402,4916.25,5876.25,,1027
2147.08,9168.61,4.01,3.403,4910.328,5876.33,,1026
2144.22,9167.51,4.01,3.404,4904.312,5876.31,,1025
2153.16,9243.72,4.024,3.643,4872.313,5852,,1024
2151.28,9210.88,4.009,3.722,4880.344,5876.34,,1023
2150.06,9206.25,4.01,3.406,4916.343,5876.34,,1022
2147.06,9196.72,4.009,3.406,4911.543,5876.34,,1021
2144.41,9169.91,4.009,3.408,4904.375,5876.38,,1020
2142,9137.53,4.009,3.408,4898.344,5876.34,,1019
2140.59,9173,4.01,3.408,4892.344,5840.34,,1018
2138.5,9155.69,4.009,3.409,4886.313,5840.31,,1017
2136.47,9161.78,4.009,3.409,4880.344,5840.34,,1016
2134,9131.06,4.009,3.41,4874.344,5840.34,,1015
2131.88,9130.16,4.008,3.412,4862.281,5840.28,,1014
2129.62,9124.16,4.008,3.413,4856.344,5840.34,,1013
2128.09,9120.41,4.008,3.413,4850.312,5804.34,,1012
2126.28,9106.12,4.008,3.414,4844.375,5804.38,,1011
2124.53,9099.88,4.007,3.413,4839.513,5804.31,,1010
2123.41,9117.97,4.007,3.415,4838.375,5804.38,,1009
2121.16,9097,4.007,3.415,4832.312,5804.31,,1008
2119.66,9094.5,4.006,3.416,4820.344,5804.34,,1007
2118.38,9103.69,4.006,3.416,4817.944,5768.34,,1006
2116.62,9095.75,4.006,3.417,4814.375,5768.38,,1005
2115.5,9086.25,4.006,3.416,4808.313,5768.31,,1004
2114.19,9081.06,4.006,3.417,4803.513,5768.31,,1003
2105.12,8870.75,3.989,3.416,4802.312,6544.69,,1002
2105.56,9033.12,4.003,3.422,4772.375,5732.38,,1001
2114.94,9154.06,4.017,3.665,4742.875,5726,,1000
203725.7,84130.08,4.271,3.255,72239.997,84130.08,,999
2125.57,9619.74,3.997,3.406,5105.952,6092.35,,998
2127.55,9210.34,4,3.42,4832.383,5804.38,,997
2126.82,9187.39,4.001,3.416,4838.29,5804.29,,996
2125.22,9167.52,4.001,3.417,4832.352,5804.35,,995
2124.22,9194.31,4.002,3.417,4826.32,5804.32,,994
2121.12,9156.35,4.002,3.417,4825.12,5768.32,,993
2118.53,9152.32,4.002,3.418,4814.351,5768.35,,992
2116.48,9178.3,4.003,3.419,4803.419,5768.22,,991
2113.77,9166.11,4.003,3.42,4796.351,5768.35,,990
2111.2,9160.06,4.003,3.421,4789.151,5732.35,,989
2108.48,9138.02,4.003,3.422,4778.352,5732.35,,988
2106.11,9131.23,4.003,3.422,4772.352,5732.35,,987
2104.28,9137.12,4.004,3.423,4760.36,5732.36,,986
2101.89,9107.88,4.004,3.424,4754.328,5732.33,,985
2099.23,9120.83,4.004,3.424,4748.359,5696.36,,984
2096.67,9093.77,4.003,3.426,4738.759,5696.36,,983
2094.02,9077.73,4.003,3.427,4730.359,5696.36,,982
2091.81,9081.75,4.003,3.428,4718.281,5696.28,,981
2090.08,9072.73,4.003,3.428,4712.344,5660.34,,980
2088.2,9065.83,4.003,3.429,4709.959,5660.36,,979
2086.09,9047.88,4.003,3.429,4702.76,5660.36,,978
2084.31,9063.48,4.002,3.43,4695.512,5660.31,,977
2081.41,9045.89,4.002,3.43,4694.312,5660.31,,976
2087.38,9105.66,4.015,3.675,4648.344,5628,,975
2086.5,9063.12,4,3.755,4652.343,5624.34,,974
2084.88,9071.31,4.001,3.433,4700.313,5660.31,,973
2081.91,9060.28,4.001,3.432,4695.544,5660.34,,972
2079.44,9031.69,4.001,3.433,4688.344,5660.34,,971
2076.53,9043.97,4.001,3.433,4681.05,5624.25,,970
2073.66,9020.41,4,3.435,4670.281,5624.28,,969
2072.22,9024.75,4,3.436,4664.25,5624.25,,968
2070.38,9017.56,4,3.436,4658.312,5624.31,,967
2068.22,9015.88,4,3.437,4652.343,5624.34,,966
2065.72,9017,4,3.437,4645.206,5588.41,,965
2062.38,8977.62,3.998,3.438,4634.312,5588.31,,964
2060.62,8993.34,3.999,3.439,4628.313,5588.31,,963
2058.56,8967.62,3.999,3.439,4616.375,5588.38,,962
2057.06,8978.31,3.998,3.439,4610.25,5588.25,,961
2056,8970.09,3.999,3.44,4604.375,5552.38,,960
2054.06,8961.5,3.998,3.44,4601.944,5552.34,,959
2052.75,8962.69,3.998,3.44,4594.744,5552.34,,958
2050.78,8958.06,3.998,3.441,4592.375,5552.38,,957
2049.12,8934.06,3.998,3.441,4586.218,5552.22,,956
2048.38,8992.78,3.997,3.441,4580.344,5552.34,,955
2046.56,8946.62,3.997,3.441,4580.312,5552.31,,954
2045.38,8939.94,3.997,3.442,4573.175,5516.38,,953
2040.44,8963.62,3.996,3.442,4568.375,5516.38,,952
2046.31,9035.81,4.009,3.687,4515.375,5488,,951
2063.58,9065.79,3.99,3.777,4460.512,5444.51,,950
2065.12,9084.86,3.992,3.44,4622.32,5588.32,,949
2062.34,9048.42,3.993,3.438,4628.383,5588.38,,948
2060.26,9068.54,3.993,3.439,4616.321,5588.32,,947
2057.76,9054.21,3.994,3.44,4609.182,5552.38,,946
2055.78,9064.76,3.995,3.439,4601.951,5552.35,,945
2052.64,9073.27,3.995,3.44,4592.352,5552.35,,944
2049.85,9044.32,3.996,3.442,4580.32,5552.32,,943
2047.59,9054.12,3.996,3.442,4573.12,5516.32,,942
2044.19,9055.56,3.996,3.442,4565.92,5516.32,,941
2041.38,9039.52,3.997,3.444,4551.52,5516.32,,940
2039.09,9036.73,3.996,3.445,4544.351,5480.35,,939
2036.98,9009.59,3.996,3.445,4537.144,5480.34,,938
2035,9003.64,3.997,3.446,4529.944,5480.34,,937
2032.91,8987.33,3.996,3.447,4522.713,5480.31,,936
2027.97,8961.41,3.995,3.448,4515.528,5480.33,,935
2028,8981.75,3.995,3.448,4508.344,5480.34,,934
2025.31,8934.59,3.995,3.467,4496.312,5444.31,,933
2023.94,8957.95,3.995,3.45,4490.312,5444.31,,932
2022.17,8948.11,3.995,3.45,4484.391,5444.39,,931
2020.52,8940.06,3.995,3.451,4479.543,5444.38,,930
2018.69,8947.12,3.994,3.451,4478.344,5444.34,,929
2015.39,8934.02,3.993,3.451,4472.344,5444.34,,928
2020,9021.25,4.006,3.692,4417.281,5397,,927
2020.69,8992.97,3.992,3.772,4424.313,5408.31,,926
2019.62,8946.84,3.993,3.455,4479.544,5444.34,,925
2017.12,8914.06,3.993,3.454,4478.406,5444.41,,924
2014.19,8892.03,3.993,3.453,4472.312,5408.31,,923
2012.41,8910.31,3.993,3.454,4460.375,5408.38,,922
2004,8901.56,3.992,3.454,4454.375,5408.38,,921
2007.62,8906.16,3.992,3.455,4443.513,5408.31,,920
2004.81,8873.28,3.992,3.456,4436.343,5408.34,,919
2003.62,8890.91,3.991,3.457,4430.468,5372.47,,918
2001.31,8886.88,3.991,3.456,4424.375,5372.38,,917
1999.41,8870.62,3.991,3.457,4418.343,5372.34,,916
1992,8862.12,3.99,3.457,4412.344,5372.34,,915
1995.38,8853,3.99,3.458,4407.544,5372.34,,914
1993.56,8852.47,3.99,3.458,4400.343,5372.34,,913
1992,8879.28,3.99,3.459,4393.113,5336.31,,912
1990.38,8844.22,3.99,3.46,4388.343,5336.34,,911
1989.5,8870.59,3.99,3.46,4385.912,5336.31,,910
1987.69,8848.59,3.99,3.459,4378.712,5336.31,,909
1987,8861.16,3.989,3.46,4376.343,5336.34,,908
1985.12,8856.31,3.989,3.459,4370.344,5336.34,,907
1983.88,8850.25,3.989,3.46,4364.375,5336.38,,906
1983.12,8856.75,3.989,3.46,4364.375,5300.38,,905
1976.12,8874.94,3.987,3.46,4358.375,5300.38,,904
1979.81,8923.12,3.999,3.699,4284.375,5264,,903
200853.38,81269.99,4.269,3.293,69480.002,81269.99,,902
2004.32,9644.23,3.979,3.45,4803.552,5804.35,,901
2009.28,9003.2,3.983,3.466,4421.888,5372.29,,900
2007.71,8949.06,3.984,3.462,4436.318,5372.32,,899
2006.79,9007.04,3.984,3.462,4436.351,5372.35,,898
2004.26,8998.05,3.984,3.463,4429.152,5372.38,,897
2001.82,8962.85,3.986,3.463,4418.352,5372.35,,896
1999.19,9009.05,3.987,3.464,4412.352,5372.35,,895
1996.73,9003.07,3.987,3.465,4400.321,5336.32,,894
1993.41,9015.68,3.987,3.464,4393.152,5336.35,,893
1989.98,8996.52,3.988,3.465,4378.627,5336.23,,892
1987.2,8991.48,3.988,3.466,4370.351,5300.35,,891
1984.12,8956.8,3.987,3.466,4358.351,5300.35,,890
1981.83,8935.2,3.988,3.468,4349.96,5300.36,,889
1979.58,8937.7,3.988,3.467,4342.728,5300.33,,888
1977.06,8926.19,3.988,3.469,4334.329,5264.33,,887
1974.34,8899.72,3.987,3.469,4322.422,5264.42,,886
1971.61,8919.36,3.987,3.47,4313.959,5264.36,,885
1969.05,8891.06,3.987,3.47,4304.344,5264.34,,884
1966.16,8867.3,3.987,3.47,4298.344,5264.34,,883
1964.28,8868.19,3.986,3.471,4292.328,5228.33,,882
1962.11,8832.67,3.986,3.472,4285.144,5228.34,,881
1960.67,8838.97,3.986,3.472,4280.313,5228.31,,880
1956.45,8853,3.985,3.472,4274.234,5228.23,,879
1957.31,8973.72,3.996,3.698,4207.312,5180,,878
1958.56,8865.38,3.983,3.782,4205.881,5192.28,,877
1958.88,8848.38,3.985,3.476,4274.344,5228.34,,876
1956.34,8824.03,3.985,3.474,4274.375,5228.38,,875
1953.16,8820.72,3.984,3.474,4263.543,5228.34,,874
1950.94,8816.16,3.984,3.475,4256.344,5192.34,,873
1948.09,8833.28,3.984,3.475,4249.206,5192.41,,872
1945.09,8825.25,3.983,3.477,4238.343,5192.34,,871
1942.91,8801.62,3.983,3.494,4227.513,5192.31,,870
1941.22,8798.06,3.983,3.476,4226.317333,5156.31,,869
1939.5,8807.06,3.983,3.477,4220.313,5156.31,,868
1937.84,8828.75,3.983,3.478,4208.312,5156.31,,867
1935.19,8817.16,3.982,3.478,4202.313,5156.31,,866
1932.47,8785.16,3.982,3.478,4196.406,5156.41,,865
1930.16,8769.22,3.982,3.478,4184.344,5120.34,,864
1928.22,8792.25,3.981,3.479,4178.281,5120.28,,863
1926.53,8763.81,3.981,3.479,4172.25,5120.25,,862
1925.66,8789.81,3.981,3.48,4166.313,5120.31,,861
1924.31,8727.56,3.981,3.636,4128,5076,,860
1923,8762.28,3.98,3.48,4160.312,5120.31,,859
1921.75,8776.56,3.98,3.479,4154.344,5084.34,,858
1920.31,8788.78,3.98,3.479,4148.344,5084.34,,857
1918.44,8762.56,3.979,3.48,4141.113,5084.31,,856
1909.44,8784.81,3.978,3.48,4136.375,5084.38,,855
1911.75,8932.31,3.989,3.708,4046.375,5019,,854
1920.54,8796.8,3.978,3.789,4054.752,5012.35,,853
1918.21,8775.1,3.978,3.484,4160.351,5084.35,,852
1915.55,8747.46,3.978,3.484,4148.224,5084.22,,851
1913.02,8759.94,3.978,3.484,4148.349,5084.35,,850
1911.07,8756.8,3.978,3.485,4136.32,5084.32,,849
1908.54,8731.68,3.978,3.485,4130.382,5084.38,,848
1905.38,8759.13,3.976,3.485,4119.427,5048.23,,847
1902.79,8748.23,3.977,3.486,4112.39,5048.39,,846
1901.02,8744,3.976,3.487,4100.32,5048.32,,845
1898.27,8737.88,3.976,3.486,4094.25,5048.25,,844
1896.61,8716.61,3.976,3.487,4083.551,5012.35,,843
1894.62,8684.38,3.976,3.487,4076.382,5012.38,,842
1893.91,8726.56,3.976,3.488,4076.219,5012.22,,841
1892.48,8720.95,3.976,3.487,4069.113,5012.31,,840
1890.62,8704.12,3.975,3.488,4061.96,5012.36,,839
1890.01,8748.39,3.975,3.487,4058.328,5012.33,,838
1888.64,8716.25,3.975,3.488,4052.312,4976.31,,837
1886.94,8702.59,3.974,3.487,4047.528,4976.33,,836
1886.5,8716.06,3.974,3.487,4040.25,4976.25,,835
1886.5,8726.19,3.974,3.487,4040.359,4976.36,,834
1885.64,8706.08,3.974,3.487,4040.328,4976.33,,833
1873.23,8736.06,3.973,3.487,4034.36,4976.36,,832
1867.69,8739.05,3.969,3.493,3974.344,4904.34,,831
1873.03,8791.59,3.981,3.706,3920.343,4893.01,,830
1888.44,8768.66,3.973,3.79,3932.25,4904.25,,829
1887.72,8750.31,3.974,3.488,4040.344,4976.34,,828
1885.66,8775.44,3.975,3.488,4040.375,4976.38,,827
1881.75,8722.72,3.974,3.488,4028.375,4976.38,,826
1879.66,8771.66,3.974,3.489,4016.313,4940.31,,825
1877.72,8765.19,3.975,3.49,4004.188,4940.19,,824
1875.47,8744.94,3.975,3.491,3998.375,4940.38,,823
1873.88,8761.38,3.975,3.49,3989.943,4940.34,,822
1872,8748.28,3.975,3.491,3986.375,4940.38,,821
1869.56,8750.75,3.974,3.491,3980.312,4904.31,,820
1867.25,8726.31,3.974,3.492,3968.313,4904.31,,819
1865.66,8742.69,3.973,3.493,3961.113,4904.31,,818
1864.09,8725.69,3.973,3.492,3956.375,4904.38,,817
1862.75,8697.62,3.973,3.492,3950.313,4904.31,,816
1860.78,8713.47,3.973,3.492,3946.712,4868.31,,815
1859.38,8695.19,3.973,3.493,3939.512,4868.31,,814
1857.38,8655.66,3.973,3.493,3932.375,4868.38,,813
1855.84,8697.94,3.973,3.494,3932.344,4868.34,,812
1853.41,8684.06,3.972,3.494,3925.143,4868.34,,811
1848,8661.5,3.971,3.494,3917.912,4868.31,,810
1847.53,8684.41,3.971,3.495,3910.775,4832.38,,809
1824,8715.44,3.966,3.497,3889.113,4832.38,,808
1830.06,8722.06,3.964,3.501,3836.313,4760.31,,807
1834.12,8763.38,3.975,3.716,3787.375,4753,,806
199941.6,79145.63,4.265,3.299,67380.004,79145.63,,805
1889.38,9901.73,3.965,3.491,4493.952,5552.35,,804
1895.68,8852.77,3.97,3.498,4047.552,4976.35,,803
1897.41,8853.06,3.971,3.495,4069.12,5012.32,,802
1896.22,8861.57,3.972,3.495,4070.351,5012.35,,801
1894.08,8844.48,3.973,3.495,4069.12,5012.32,,800
1891.14,8855.39,3.974,3.495,4061.921,4976.32,,799
1888.64,8888.48,3.975,3.495,4047.551,4976.35,,798
1884.58,8854.98,3.975,3.496,4040.32,4976.32,,797
1881.5,8846.66,3.976,3.496,4025.983,4940.38,,796
1888.73,8807.36,3.981,3.496,4016.226,4940.23,,795
1875.61,8839.42,3.976,3.493,4033.151,4976.35,,794
1872.38,8793.66,3.976,3.497,3997.151,4940.35,,793
1868.05,8784.81,3.975,3.497,3982.721,4904.32,,792
1865.47,8784.7,3.975,3.498,3968.391,4904.39,,791
1863.14,8754.44,3.974,3.499,3961.159,4904.36,,790
1860.09,8717.14,3.974,3.499,3953.975,4868.38,,789
1857.8,8712,3.974,3.499,3944.328,4868.33,,788
1854.72,8701.7,3.973,3.5,3932.36,4868.36,,787
1852.19,8701.56,3.973,3.5,3926.375,4868.38,,786
1849.77,8723.11,3.973,3.5,3920.234,4868.23,,785
1847.36,8700.19,3.973,3.5,3910.744,4832.34,,784
1841.34,8669.86,3.972,3.501,3903.544,4832.34,,783
1836.19,8669.11,3.971,3.504,3884.375,4832.38,,782
1832.78,8807.09,3.979,3.714,3794.344,4760.01,,781
1840.47,8744.22,3.968,3.796,3781.206,4760.41,,780
1841.22,8687.41,3.971,3.506,3890.25,4832.25,,779
1837.97,8644.72,3.971,3.504,3890.375,4832.38,,778
1834.84,8684.16,3.97,3.503,3881.975,4796.38,,777
1830.72,8628.84,3.969,3.505,3872.187,4796.19,,776
1829.53,8678.84,3.969,3.505,3860.344,4796.34,,775
1826.91,8665.5,3.969,3.505,3854.312,4796.31,,774
1824.12,8650.66,3.969,3.505,3845.913,4760.31,,773
1822.75,8641.75,3.969,3.505,3836.312,4760.31,,772
1821.16,8680.38,3.969,3.505,3830.406,4760.41,,771
1818.56,8630.81,3.968,3.505,3824.375,4760.38,,770
1816.31,8629.72,3.968,3.505,3817.269,4724.47,,769
1813.94,8644.81,3.968,3.506,3806.344,4724.34,,768
1812.19,8630.97,3.968,3.506,3800.344,4724.34,,767
1809.34,8663.66,3.967,3.506,3794.375,4724.38,,766
1807.34,8656.16,3.967,3.508,3781.143,4688.34,,765
1805.59,8635.94,3.966,3.507,3773.912,4688.31,,764
1804.56,8673.94,3.967,3.507,3770.313,4688.31,,763
1803.38,8645.09,3.967,3.507,3764.313,4688.31,,762
1801.94,8644.84,3.966,3.509,3759.512,4688.31,,761
1800.41,8649.47,3.966,3.507,3752.312,4688.31,,760
1795.88,8671.69,3.964,3.507,3752.25,4688.25,,759
1781.19,8640.06,3.962,3.509,3734.375,4652.38,,758
1780.62,8815.31,3.969,3.72,3598.312,4564,,757
1799.52,8790.82,3.957,3.805,3565.152,4544.35,,756
1804.38,8674.62,3.961,3.509,3758.353,4688.35,,755
1802.75,8630.02,3.962,3.507,3770.319,4688.32,,754
1801.57,8686.08,3.962,3.507,3766.625,4688.23,,753
17.57,8.32,3.078,3.482,105.08025,8,,752
1799.39,8791.49,3.964,3.505,3836.32,4760.32,,751
1797.15,8710.53,3.964,3.508,3752.383,4652.38,,750
1794.27,8695.9,3.965,3.509,3740.254,4652.25,,749
1791.39,8686.37,3.965,3.509,3730.72,4652.32,,748
1788.32,8713.89,3.965,3.509,3716.227,4652.23,,747
1785.05,8694.43,3.965,3.51,3709.151,4616.35,,746
1781.92,8669.44,3.965,3.511,3694.752,4616.35,,745
1779.84,8653.22,3.965,3.512,3686.289,4616.29,,744
1741.31,8515.67,3.957,3.522,3572.406,4472.41,,726
1739.48,8523.59,3.957,3.522,3566.328,4472.33,,725
1738.36,8503.45,3.957,3.521,3560.313,4472.31,,724
1736.91,8544.16,3.957,3.521,3558.038,4472.44,,723
1735,8516,3.957,3.521,3548.297,4472.3,,722
1732.92,8503.67,3.957,3.522,3542.369833,4472.38,,721
1730.34,8506.08,3.956,3.522,3536.313,4436.31,,720
1728.88,8559.02,3.956,3.522,3524.329,4436.33,,719
1726.78,8547.45,3.956,3.522,3518.281,4436.28,,718
1724.97,8529.8,3.956,3.523,3512.265,4436.26,,717
1724.33,8529,3.956,3.523,3506.36,4436.36,,716
1722.31,8508.91,3.956,3.523,3506.36,4400.36,,715
1721,8529,3.956,3.523,3500.391,4400.38,,714
1719.78,8535.09,3.955,3.525,3493.144,4400.34,,713
1717.72,8535.09,3.955,3.524,3488.313,4400.31,,712
1715.09,8541.91,3.955,3.525,3478.806,4400.41,,711
1702.66,8781.44,3.956,3.729,3353.344,4319.03,,710
198273.31,76928.77,4.26,3.305,65219.998,76928.77,,709
1745.86,10207.33,3.943,3.507,4169.952,5228.35,,708
1754.11,8732.03,3.949,3.534,3578.352,4472.35,,707
1755.01,8689.92,3.95,3.532,3608.225,4508.23,,706
1754.11,8716.57,3.952,3.531,3608.352,4508.35,,705
1751.49,8732.76,3.953,3.531,3602.32,4508.32,,704
1747.45,8684.23,3.954,3.531,3593.826,4508.23,,703
1744.06,8720.03,3.955,3.531,3578.351,4472.35,,702
1741.02,8684.16,3.955,3.531,3566.351,4472.35,,701
1736.99,8719.59,3.955,3.532,3557.952,4472.35,,700
1733.15,8680.06,3.955,3.532,3542.258,4436.26,,699
1730.05,8656.45,3.954,3.531,3524.321,4436.32,,698
1725.8,8626.49,3.954,3.532,3514.751,4436.35,,697
1722.88,8615.35,3.953,3.532,3500.321,4400.32,,696
1719.66,8600.86,3.953,3.534,3488.344,4400.34,,695
1715.88,8584.24,3.953,3.533,3478.728,4400.33,,694
1712.39,8601.67,3.952,3.533,3464.235,4364.24,,693
1708.92,8562.69,3.952,3.533,3457.019,4364.22,,692
1704.03,8572.73,3.951,3.534,3442.743,4364.34,,691
1702.84,8549.66,3.951,3.535,3428.313,4328.31,,690
1699.3,8534.69,3.95,3.535,3422.219,4328.22,,689
1696.74,8543.48,3.95,3.536,3413.99,4328.39,,688
1692,8503.56,3.95,3.535,3404.359,4328.36,,687
1686.52,8528.7,3.949,3.536,3392.218,4292.22,,686
1679.59,8787.92,3.953,3.735,3248.359,4207.02,,685
1690.28,8635.34,3.946,3.827,3241.144,4184.34,,684
1690.38,8516.16,3.948,3.538,3392.344,4292.34,,683
816,8509.84,3.948,3.537,3392.343,4292.34,,682
1690.05,5863.71,3.942,3.992,716.384,1592.38,,681
1693.05,8504.35,3.947,3.536,3380.352,4292.35,,680
1690.27,8493.89,3.947,3.535,3392.32,4292.32,,679
1687.1,8471.11,3.947,3.535,3386.32,4292.32,,678
1684.48,8495.39,3.947,3.535,3377.921,4292.32,,677
1681.57,8507.68,3.946,3.536,3368.382,4292.38,,676
1678.66,8468.26,3.946,3.536,3356.351,4256.35,,675
1675.59,8457.44,3.946,3.536,3350.32,4256.32,,674
1672.64,8457.66,3.945,3.536,3341.912,4256.31,,673
1669.95,8432.22,3.945,3.537,3332.218,4256.22,,672
1668,8462.3,3.946,3.537,3326.352,4220.35,,671
1666.59,8469.16,3.946,3.538,3326.39,4220.39,,670
1664.35,8456.25,3.946,3.538,3314.357167,4220.38,,669
1661.7,8428.86,3.945,3.538,3308.328,4220.33,,668
1659.42,8483.08,3.945,3.538,3302.313,4220.31,,667
1657.08,8490.84,3.945,3.539,3291.544,4184.34,,666
1655.45,8443.33,3.945,3.54,3284.375,4184.38,,665
1652.51,8486.42,3.944,3.54,3278.313,4184.31,,664
1649.84,8484.55,3.944,3.54,3272.328,4184.33,,663
1647.73,8478.33,3.944,3.54,3260.344,4148.34,,662
1639.59,8485.47,3.942,3.541,3255.512,4148.31,,661
1624.06,8489.64,3.937,3.543,3212.359,4112.36,,660
1618.36,8753.22,3.941,3.746,3031.328,3997.03,,659
1663.87,8899.71,3.936,3.853,2881.28,3896.48,,658
1669.12,8629.47,3.94,3.542,3313.121,4220.32,,657
1667.68,8554.85,3.941,3.54,3326.32,4220.32,,656
1665.02,8528,3.941,3.54,3320.318,4220.32,,655
1663.3,8568,3.942,3.539,3313.152,4220.35,,654
1659.71,8552.32,3.942,3.539,3302.258,4184.26,,653
1655.3,8532.83,3.943,3.54,3290.32,4184.32,,652
1651.65,8596.77,3.944,3.542,3272.359,4184.36,,651
1647.37,8596.09,3.944,3.542,3260.32,4148.32,,650
1645.28,8522.78,3.944,3.543,3242.32,4148.32,,649
1641.47,8530.66,3.944,3.543,3236.383,4148.38,,648
1638.49,8535.62,3.943,3.543,3224.351,4112.35,,647
1635.22,8515.74,3.942,3.544,3212.352,4112.35,,646
1633.81,8501.44,3.942,3.544,3200.313,4112.31,,645
1713.19,8496.28,3.942,3.544,3194.313,4076.31,,644
1701.98,8766.88,3.935,3.509,3422.359,4328.36,,643
1695.58,8792.73,3.932,3.513,3385.159,4292.36,,642
1601.7,8798.75,3.934,3.516,3362.313,4256.34,,641
1608.06,8423.36,3.937,3.553,3086.328,4004.33,,640
1607.22,8407.7,3.938,3.55,3110.343,4004.34,,639
1607.33,8415.2,3.938,3.551,3110.313,4004.31,,638
1603.48,8416.61,3.937,3.552,3104.359,4004.36,,637
1596.38,8413.31,3.936,3.551,3097.128,4004.33,,636
1556.32,6649.82,3.924,3.977,812.384,1700.38,,634
1562.34,8399.42,3.928,3.559,2948.32,3824.32,,633
1561.7,8387.65,3.93,3.557,2967.52,3860.32,,632
1559.65,8376.9,3.93,3.557,2966.321,3860.32,,631
1557.5,8363.71,3.93,3.559,2960.414,3860.41,,630
1555.43,8342.34,3.929,3.559,2954.355,3824.35,,629
1552.84,8360.74,3.93,3.558,2948.227,3824.23,,628
1550.21,8356.8,3.929,3.559,2942.352,3824.35,,627
1546.82,8348.73,3.929,3.559,2930.32,3824.32,,626
1544.22,8334.75,3.929,3.56,2924.32,3824.32,,625
1541.98,8351.3,3.928,3.561,2912.351,3788.35,,624
1540.41,8370.95,3.928,3.561,2906.321,3788.32,,623
1539.17,8309.02,3.928,3.561,2900.258,3788.26,,622
1537.34,8343.52,3.928,3.561,2900.330333,3788.32,,621
1534.69,8316.52,3.927,3.561,2894.344,3788.34,,620
1532.76,8323.42,3.926,3.561,2888.344,3752.34,,619
1530.36,8323.55,3.926,3.562,2876.36,3752.36,,618
1527.39,8324.34,3.926,3.563,2870.484,3752.48,,617
1525.56,8323.17,3.926,3.563,2858.359,3752.36,,616
1524.03,8335.86,3.925,3.563,2852.344,3716.34,,615
1521.86,8328.88,3.925,3.563,2846.328,3716.33,,614
1521.52,8338.98,3.925,3.563,2846.359,3716.36,,613
1513.47,8327.66,3.924,3.565,2840.235,3716.24,,612
1504.5,8702.22,3.925,3.769,2632.359,3584,,611
197086.37,73933.54,4.252,3.317,62249.984,73933.54,,610
1563.9,10809.47,3.914,3.544,3709.088,4832.29,,609
1575.39,8592.19,3.921,3.574,2996.32,3860.32,,608
